,TF,Target,Label
140,14,281,1
141,14,206,1
142,14,424,1
143,14,331,1
144,14,199,1
145,14,346,1
146,14,473,1
147,14,126,1
148,14,109,1
149,14,179,1
150,14,334,1
151,14,505,1
152,14,261,1
153,14,490,1
154,14,385,1
155,14,170,1
156,14,435,1
157,14,434,1
158,14,295,1
159,14,341,1
160,14,324,1
161,14,438,1
162,14,330,1
163,14,406,1
164,14,354,1
165,14,59,1
166,14,161,1
167,14,67,1
168,14,264,1
169,14,29,1
170,14,32,1
171,14,163,1
172,14,107,1
173,14,120,1
174,14,97,1
175,14,537,1
176,14,533,1
177,14,41,1
178,14,299,1
179,14,339,1
180,14,558,1
181,14,162,1
182,14,135,1
183,14,224,1
184,14,30,1
185,14,368,1
186,14,329,1
187,14,216,1
188,14,542,1
189,14,225,1
190,14,323,1
191,14,40,1
192,14,351,1
193,14,201,1
194,14,151,1
195,14,521,1
196,14,23,1
197,14,420,1
198,14,414,1
199,14,105,1
200,14,492,1
201,14,55,1
202,14,185,1
203,14,348,1
204,14,495,1
205,14,409,1
206,14,479,1
207,14,191,1
208,14,469,1
209,14,401,1
210,14,364,1
211,14,404,1
212,14,79,1
213,14,39,1
214,14,83,1
215,14,387,1
216,14,17,1
217,14,367,1
218,14,423,1
219,14,487,1
220,14,47,1
221,14,540,1
222,14,44,1
223,14,182,1
224,14,245,1
225,14,536,1
226,14,519,1
227,71,29,1
228,71,325,1
229,71,154,1
230,71,202,1
231,71,535,1
232,71,215,1
233,71,262,1
234,71,495,1
235,71,13,1
236,71,509,1
237,71,424,1
238,71,532,1
239,71,390,1
240,71,283,1
241,71,483,1
242,71,416,1
243,71,123,1
244,71,284,1
245,71,132,1
246,71,311,1
247,71,140,1
248,71,216,1
249,71,470,1
250,71,343,1
251,71,187,1
252,71,93,1
253,71,395,1
254,71,353,1
255,71,161,1
256,71,512,1
257,71,130,1
258,71,243,1
259,71,543,1
260,71,446,1
261,71,376,1
262,71,102,1
263,71,226,1
264,71,549,1
265,71,548,1
266,71,341,1
267,71,417,1
268,71,307,1
269,71,505,1
270,71,259,1
271,71,415,1
272,71,465,1
273,71,526,1
274,71,516,1
275,71,47,1
276,71,19,1
277,71,450,1
278,71,183,1
279,71,79,1
280,71,218,1
281,71,195,1
282,71,87,1
283,71,230,1
284,71,139,1
285,71,331,1
286,71,250,1
287,71,115,1
288,71,221,1
289,71,229,1
290,71,409,1
291,71,55,1
292,71,345,1
293,71,357,1
294,71,558,1
295,71,510,1
296,71,49,1
297,71,68,1
298,71,83,1
299,71,163,1
300,71,281,1
301,71,402,1
302,71,362,1
303,71,440,1
304,71,135,1
305,71,300,1
306,71,441,1
307,71,399,1
308,71,255,1
309,71,198,1
310,71,291,1
311,71,497,1
312,71,500,1
313,71,91,1
314,71,323,1
315,71,94,1
316,71,555,1
317,71,308,1
318,71,238,1
319,71,236,1
320,71,392,1
321,71,246,1
322,71,73,1
323,71,173,1
324,71,117,1
325,71,531,1
326,71,466,1
327,71,523,1
328,71,426,1
329,71,462,1
330,71,61,1
331,71,524,1
332,71,347,1
333,71,138,1
334,71,372,1
335,71,241,1
336,71,278,1
337,71,191,1
338,71,365,1
339,71,521,1
340,71,299,1
341,71,554,1
342,71,339,1
343,71,344,1
344,71,256,1
345,71,174,1
346,71,63,1
347,71,279,1
348,71,504,1
349,71,456,1
350,71,414,1
351,71,84,1
352,71,30,1
353,71,261,1
354,71,298,1
355,71,11,1
356,71,228,1
357,71,12,1
358,71,167,1
359,71,106,1
360,71,412,1
361,71,76,1
362,71,77,1
363,71,65,1
364,71,391,1
365,74,494,1
366,74,97,1
367,74,308,1
368,74,436,1
369,74,276,1
370,74,148,1
371,74,60,1
372,74,456,1
373,74,94,1
374,74,361,1
375,74,467,1
376,74,255,1
377,74,223,1
378,74,531,1
379,74,393,1
380,74,269,1
381,74,143,1
382,74,553,1
383,74,473,1
384,74,546,1
385,74,212,1
386,74,131,1
387,74,474,1
388,74,385,1
389,74,445,1
390,74,249,1
391,74,415,1
392,74,472,1
393,74,428,1
394,74,193,1
395,74,70,1
396,74,437,1
397,74,414,1
398,74,367,1
399,74,302,1
400,74,349,1
401,74,408,1
402,74,326,1
403,74,188,1
404,74,410,1
405,74,293,1
406,74,129,1
407,74,493,1
408,74,204,1
409,74,388,1
410,74,439,1
411,74,392,1
412,74,265,1
413,74,114,1
414,74,373,1
415,74,67,1
416,74,277,1
417,74,121,1
418,74,164,1
419,74,0,1
420,74,534,1
421,74,146,1
422,74,49,1
423,74,208,1
424,74,127,1
425,74,376,1
426,74,88,1
427,74,195,1
428,74,65,1
429,74,192,1
430,74,398,1
431,74,465,1
432,74,371,1
433,74,101,1
434,74,26,1
435,74,214,1
436,74,418,1
437,74,448,1
438,74,487,1
439,74,363,1
440,74,489,1
441,74,179,1
442,74,15,1
443,74,288,1
444,74,401,1
445,74,224,1
446,74,41,1
447,74,558,1
448,74,338,1
449,74,360,1
450,74,490,1
451,74,231,1
452,74,451,1
453,74,378,1
454,74,518,1
455,74,449,1
456,74,335,1
457,74,2,1
458,74,421,1
459,74,227,1
460,74,233,1
461,74,526,1
462,74,256,1
463,74,328,1
464,74,315,1
465,74,57,1
466,74,284,1
467,74,205,1
468,74,298,1
469,74,262,1
470,74,108,1
471,74,397,1
472,74,216,1
473,74,430,1
474,74,32,1
475,74,364,1
476,74,55,1
477,74,117,1
478,74,485,1
479,74,300,1
480,74,296,1
481,74,136,1
482,74,3,1
483,74,178,1
484,74,165,1
485,74,250,1
486,74,191,1
487,74,40,1
488,74,291,1
489,74,142,1
490,74,166,1
491,74,330,1
492,74,369,1
493,74,221,1
494,74,329,1
495,74,517,1
496,74,183,1
497,97,84,1
498,97,488,1
499,97,121,1
500,97,361,1
501,97,15,1
502,97,429,1
503,97,400,1
504,97,240,1
505,97,323,1
506,97,78,1
507,97,113,1
508,97,515,1
509,97,149,1
510,97,210,1
511,97,153,1
512,97,374,1
513,97,417,1
514,97,107,1
515,97,539,1
516,97,182,1
517,97,421,1
518,97,555,1
519,97,492,1
520,97,326,1
521,97,349,1
522,97,299,1
523,97,89,1
524,97,293,1
525,97,108,1
526,97,13,1
527,97,485,1
528,97,109,1
529,97,50,1
530,97,402,1
531,97,493,1
532,97,208,1
533,97,49,1
534,97,536,1
535,97,158,1
536,97,51,1
537,97,451,1
538,97,60,1
539,97,549,1
540,97,480,1
541,97,329,1
542,97,274,1
543,97,523,1
544,97,200,1
545,97,278,1
546,97,348,1
547,97,448,1
548,97,346,1
549,97,239,1
550,97,252,1
551,97,529,1
552,97,130,1
553,97,412,1
554,97,88,1
555,97,380,1
556,97,499,1
557,97,540,1
558,97,456,1
559,97,392,1
560,97,20,1
561,97,437,1
562,97,391,1
563,97,432,1
564,97,9,1
565,97,519,1
566,97,231,1
567,97,26,1
568,97,230,1
569,97,420,1
570,97,194,1
571,97,381,1
572,97,538,1
573,97,373,1
574,97,502,1
575,97,427,1
576,97,47,1
577,97,136,1
578,97,353,1
579,97,38,1
580,97,371,1
581,97,468,1
582,97,176,1
583,97,161,1
584,97,11,1
585,97,191,1
586,97,218,1
587,97,143,1
588,97,497,1
589,97,376,1
590,97,205,1
591,97,71,1
592,97,188,1
593,97,335,1
594,97,131,1
595,97,281,1
596,97,304,1
597,97,127,1
598,97,86,1
599,97,251,1
600,97,300,1
601,97,146,1
602,97,159,1
603,97,482,1
604,97,247,1
605,97,288,1
606,97,216,1
607,97,368,1
608,97,129,1
609,97,10,1
610,97,180,1
611,97,295,1
612,97,24,1
613,97,363,1
614,97,398,1
615,97,501,1
616,97,554,1
617,97,23,1
618,97,226,1
619,97,333,1
620,97,434,1
621,97,487,1
622,97,102,1
623,97,57,1
624,97,114,1
625,97,426,1
626,97,318,1
627,97,255,1
628,97,445,1
629,97,190,1
630,97,7,1
631,97,265,1
632,97,301,1
633,97,277,1
634,97,91,1
635,97,443,1
636,97,214,1
637,97,450,1
638,97,424,1
639,97,516,1
640,97,321,1
641,97,157,1
642,97,81,1
643,97,444,1
644,97,70,1
645,97,116,1
646,97,455,1
647,97,29,1
648,97,340,1
649,97,305,1
650,97,174,1
651,97,14,1
652,97,30,1
653,97,470,1
654,97,280,1
655,97,94,1
656,97,558,1
657,97,407,1
658,97,385,1
659,97,514,1
660,97,362,1
661,97,517,1
662,97,384,1
663,97,284,1
664,97,12,1
665,97,185,1
666,97,262,1
667,97,197,1
668,97,34,1
669,97,344,1
670,97,320,1
671,97,476,1
672,97,147,1
673,97,312,1
674,97,366,1
675,97,500,1
676,97,383,1
677,97,75,1
678,97,69,1
679,97,330,1
680,97,209,1
681,97,203,1
682,97,285,1
683,97,477,1
684,97,165,1
685,97,360,1
686,97,236,1
687,97,87,1
688,97,510,1
689,97,524,1
690,97,68,1
691,97,416,1
692,97,542,1
693,97,202,1
694,97,53,1
695,97,173,1
696,97,201,1
697,97,339,1
698,97,229,1
699,97,512,1
700,97,55,1
701,97,296,1
702,97,257,1
703,97,309,1
704,97,178,1
705,97,128,1
706,97,42,1
707,97,27,1
708,97,521,1
709,97,297,1
710,97,401,1
711,97,195,1
712,97,513,1
713,97,179,1
714,97,207,1
715,97,325,1
716,97,411,1
717,97,271,1
718,97,438,1
719,97,382,1
720,97,123,1
721,97,93,1
722,97,496,1
723,97,36,1
724,97,45,1
725,97,117,1
726,97,212,1
727,97,328,1
728,97,396,1
729,97,120,1
730,97,122,1
731,97,163,1
732,97,96,1
733,97,317,1
734,97,286,1
735,97,397,1
736,97,390,1
737,97,138,1
738,97,238,1
739,97,435,1
740,97,73,1
741,97,82,1
742,97,351,1
743,97,192,1
744,97,101,1
745,97,495,1
746,97,67,1
747,97,469,1
748,97,537,1
749,97,2,1
750,97,276,1
751,97,162,1
752,97,3,1
753,97,85,1
754,97,415,1
755,97,372,1
756,97,279,1
757,97,550,1
758,97,357,1
759,97,483,1
760,97,6,1
761,97,79,1
762,97,475,1
763,97,322,1
764,97,509,1
765,97,35,1
766,97,377,1
767,97,99,1
768,97,409,1
769,97,21,1
770,97,525,1
771,97,52,1
772,97,248,1
773,97,133,1
774,97,498,1
775,97,41,1
776,97,474,1
777,97,489,1
778,97,204,1
779,97,246,1
780,97,253,1
781,97,479,1
782,97,77,1
783,97,115,1
784,97,260,1
785,97,272,1
786,97,379,1
787,97,533,1
788,97,375,1
789,97,275,1
790,97,457,1
791,97,19,1
792,97,440,1
793,97,408,1
794,97,347,1
795,97,105,1
796,97,365,1
797,97,422,1
798,97,545,1
799,97,95,1
800,97,311,1
801,97,256,1
802,97,189,1
803,97,137,1
804,145,185,1
805,145,357,1
806,145,218,1
807,145,398,1
808,145,0,1
809,145,353,1
810,145,194,1
811,145,146,1
812,145,300,1
813,145,205,1
814,145,156,1
815,145,541,1
816,145,332,1
817,145,461,1
818,145,59,1
819,145,474,1
820,145,234,1
821,145,220,1
822,145,163,1
823,145,380,1
824,145,459,1
825,145,429,1
826,145,221,1
827,145,143,1
828,145,260,1
829,145,494,1
830,145,518,1
831,145,278,1
832,145,132,1
833,145,107,1
834,145,326,1
835,145,302,1
836,145,535,1
837,145,378,1
838,145,555,1
839,145,451,1
840,145,393,1
841,145,184,1
842,145,202,1
843,145,507,1
844,145,534,1
845,145,452,1
846,145,144,1
847,145,531,1
848,145,383,1
849,145,44,1
850,145,478,1
851,145,369,1
852,145,502,1
853,145,368,1
854,145,49,1
855,145,411,1
856,145,23,1
857,145,176,1
858,145,390,1
859,145,268,1
860,145,288,1
861,145,68,1
862,145,29,1
863,145,85,1
864,145,420,1
865,145,250,1
866,145,453,1
867,145,295,1
868,145,165,1
869,145,173,1
870,145,386,1
871,145,17,1
872,145,485,1
873,145,266,1
874,145,339,1
875,145,377,1
876,145,287,1
877,145,139,1
878,145,101,1
879,145,119,1
880,145,271,1
881,145,514,1
882,145,471,1
883,145,330,1
884,145,166,1
885,145,391,1
886,145,464,1
887,145,233,1
888,145,529,1
889,145,400,1
890,145,275,1
891,145,343,1
892,145,501,1
893,145,126,1
894,145,319,1
895,145,255,1
896,145,43,1
897,145,259,1
898,145,487,1
899,145,191,1
900,145,428,1
901,145,498,1
902,145,91,1
903,145,320,1
904,145,457,1
905,145,130,1
906,145,78,1
907,145,200,1
908,145,280,1
909,145,89,1
910,145,106,1
911,145,500,1
912,145,9,1
913,145,238,1
914,145,538,1
915,145,159,1
916,145,462,1
917,145,379,1
918,145,164,1
919,145,219,1
920,145,543,1
921,145,466,1
922,145,447,1
923,145,187,1
924,145,511,1
925,145,309,1
926,145,97,1
927,145,7,1
928,145,83,1
929,145,495,1
930,145,304,1
931,145,363,1
932,145,423,1
933,145,240,1
934,145,246,1
935,145,100,1
936,145,227,1
937,145,136,1
938,145,482,1
939,145,436,1
940,145,21,1
941,145,172,1
942,145,291,1
943,145,65,1
944,145,483,1
945,145,67,1
946,145,424,1
947,145,115,1
948,145,267,1
949,145,92,1
950,145,213,1
951,145,169,1
952,145,376,1
953,145,533,1
954,145,523,1
955,145,456,1
956,145,79,1
957,145,445,1
958,145,142,1
959,145,77,1
960,145,374,1
961,145,261,1
962,145,370,1
963,145,154,1
964,145,356,1
965,145,517,1
966,145,251,1
967,145,373,1
968,145,90,1
969,145,553,1
970,145,497,1
971,145,484,1
972,145,34,1
973,145,30,1
974,145,515,1
975,145,206,1
976,145,211,1
977,145,203,1
978,145,331,1
979,145,382,1
980,145,387,1
981,145,195,1
982,145,76,1
983,145,509,1
984,145,441,1
985,145,167,1
986,145,138,1
987,145,468,1
988,145,402,1
989,145,199,1
990,145,361,1
991,145,257,1
992,145,430,1
993,145,442,1
994,145,346,1
995,145,311,1
996,145,256,1
997,145,231,1
998,145,416,1
999,145,46,1
1000,145,399,1
1001,145,419,1
1002,145,8,1
1003,145,503,1
1004,145,475,1
1005,145,197,1
1006,145,362,1
1007,145,20,1
1008,145,321,1
1009,145,177,1
1010,145,499,1
1011,145,38,1
1012,145,307,1
1013,145,438,1
1014,145,504,1
1015,145,247,1
1016,145,178,1
1017,145,157,1
1018,145,15,1
1019,145,41,1
1020,145,150,1
1021,145,406,1
1022,145,421,1
1023,145,226,1
1024,145,99,1
1025,145,201,1
1026,145,66,1
1027,145,189,1
1028,145,116,1
1029,145,284,1
1030,145,86,1
1031,145,318,1
1032,145,208,1
1033,145,102,1
1034,145,364,1
1035,145,13,1
1036,145,558,1
1037,145,539,1
1038,145,349,1
1039,145,52,1
1040,145,3,1
1041,145,149,1
1042,145,408,1
1043,145,123,1
1044,145,414,1
1045,145,57,1
1046,145,229,1
1047,145,84,1
1048,145,252,1
1049,145,490,1
1050,145,127,1
1051,145,389,1
1052,145,477,1
1053,145,6,1
1054,145,410,1
1055,145,19,1
1056,145,443,1
1057,145,465,1
1058,145,183,1
1059,145,262,1
1060,145,315,1
1061,145,516,1
1062,145,45,1
1063,145,312,1
1064,145,334,1
1065,145,544,1
1066,145,528,1
1067,145,241,1
1068,145,286,1
1069,145,263,1
1070,145,225,1
1071,145,422,1
1072,145,472,1
1073,145,513,1
1074,145,243,1
1075,145,151,1
1076,145,152,1
1077,145,24,1
1078,145,31,1
1079,145,418,1
1080,145,193,1
1081,145,526,1
1082,145,170,1
1083,145,341,1
1084,145,496,1
1085,145,285,1
1086,145,61,1
1087,145,305,1
1088,145,542,1
1089,145,2,1
1090,145,88,1
1091,145,489,1
1092,145,358,1
1093,145,417,1
1094,145,214,1
1095,145,508,1
1096,145,554,1
1097,145,301,1
1098,145,432,1
1099,145,449,1
1100,145,253,1
1101,145,175,1
1102,145,174,1
1103,145,270,1
1104,145,272,1
1105,145,42,1
1106,145,444,1
1107,145,505,1
1108,145,209,1
1109,145,27,1
1110,145,265,1
1111,145,254,1
1112,145,366,1
1113,145,82,1
1114,145,147,1
1115,145,204,1
1116,145,292,1
1117,145,249,1
1118,145,95,1
1119,145,235,1
1120,145,120,1
1121,145,427,1
1122,145,333,1
1123,145,198,1
1124,145,476,1
1125,145,111,1
1126,145,236,1
1127,145,223,1
1128,145,397,1
1129,145,35,1
1130,145,105,1
1131,145,347,1
1132,145,51,1
1133,145,32,1
1134,145,75,1
1135,145,158,1
1136,145,128,1
1137,160,169,1
1138,160,198,1
1139,160,136,1
1140,160,516,1
1141,160,149,1
1142,160,278,1
1143,160,163,1
1144,160,472,1
1145,160,123,1
1146,160,47,1
1147,160,228,1
1148,160,130,1
1149,160,395,1
1150,160,20,1
1151,160,528,1
1152,160,358,1
1153,160,293,1
1154,160,49,1
1155,160,555,1
1156,160,145,1
1157,160,346,1
1158,160,299,1
1159,160,368,1
1160,160,51,1
1161,160,444,1
1162,160,509,1
1163,160,280,1
1164,160,187,1
1165,160,537,1
1166,160,347,1
1167,160,140,1
1168,160,81,1
1169,160,15,1
1170,160,275,1
1171,160,86,1
1172,160,133,1
1173,160,186,1
1174,160,190,1
1175,160,336,1
1176,160,147,1
1177,160,50,1
1178,160,267,1
1179,160,256,1
1180,160,252,1
1181,160,353,1
1182,160,427,1
1183,160,441,1
1184,160,318,1
1185,160,41,1
1186,160,429,1
1187,160,13,1
1188,160,40,1
1189,160,450,1
1190,160,202,1
1191,160,106,1
1192,160,231,1
1193,160,266,1
1194,160,439,1
1195,160,360,1
1196,160,194,1
1197,160,235,1
1198,160,65,1
1199,160,507,1
1200,160,340,1
1201,160,261,1
1202,160,180,1
1203,160,151,1
1204,160,91,1
1205,160,529,1
1206,160,79,1
1207,160,78,1
1208,160,351,1
1209,160,531,1
1210,160,173,1
1211,160,166,1
1212,160,495,1
1213,160,182,1
1214,160,191,1
1215,160,99,1
1216,160,156,1
1217,160,508,1
1218,160,434,1
1219,160,257,1
1220,160,243,1
1221,160,363,1
1222,160,95,1
1223,160,488,1
1224,160,199,1
1225,160,524,1
1226,160,255,1
1227,160,376,1
1228,160,493,1
1229,160,288,1
1230,160,526,1
1231,252,154,1
1232,252,441,1
1233,252,462,1
1234,252,515,1
1235,252,435,1
1236,252,0,1
1237,252,184,1
1238,252,362,1
1239,252,483,1
1240,252,416,1
1241,252,345,1
1242,252,106,1
1243,252,409,1
1244,252,240,1
1245,252,15,1
1246,252,526,1
1247,252,356,1
1248,252,341,1
1249,252,236,1
1250,252,521,1
1251,252,495,1
1252,252,422,1
1253,252,202,1
1254,252,299,1
1255,252,523,1
1256,252,133,1
1257,252,281,1
1258,252,134,1
1259,252,152,1
1260,252,186,1
1261,252,61,1
1262,252,265,1
1263,252,196,1
1264,252,556,1
1265,252,207,1
1266,252,132,1
1267,252,241,1
1268,252,138,1
1269,252,97,1
1270,252,86,1
1271,252,26,1
1272,252,68,1
1273,252,79,1
1274,252,451,1
1275,252,446,1
1276,252,468,1
1277,252,419,1
1278,252,363,1
1279,252,178,1
1280,252,319,1
1281,252,425,1
1282,252,259,1
1283,252,173,1
1284,252,206,1
1285,252,256,1
1286,252,420,1
1287,252,538,1
1288,252,17,1
1289,252,298,1
1290,252,160,1
1291,252,548,1
1292,252,391,1
1293,252,253,1
1294,252,203,1
1295,252,59,1
1296,252,295,1
1297,252,41,1
1298,252,176,1
1299,252,434,1
1300,252,130,1
1301,252,376,1
1302,252,332,1
1303,252,90,1
1304,252,215,1
1305,252,339,1
1306,252,288,1
1307,252,528,1
1308,252,169,1
1309,252,171,1
1310,252,47,1
1311,252,366,1
1312,252,304,1
1313,252,290,1
1314,252,183,1
1315,252,122,1
1316,252,478,1
1317,252,323,1
1318,252,558,1
1319,252,325,1
1320,252,248,1
1321,252,20,1
1322,252,242,1
1323,252,484,1
1324,252,46,1
1325,252,318,1
1326,252,379,1
1327,252,382,1
1328,252,255,1
1329,252,398,1
1330,252,189,1
1331,252,368,1
1332,252,348,1
1333,252,267,1
1334,253,27,1
1335,253,86,1
1336,253,404,1
1337,253,375,1
1338,253,202,1
1339,253,399,1
1340,253,173,1
1341,253,15,1
1342,253,190,1
1343,253,546,1
1344,253,502,1
1345,253,456,1
1346,253,541,1
1347,253,81,1
1348,253,24,1
1349,253,323,1
1350,253,216,1
1351,253,16,1
1352,253,142,1
1353,253,495,1
1354,253,341,1
1355,253,42,1
1356,253,61,1
1357,253,181,1
1358,253,192,1
1359,253,479,1
1360,253,234,1
1361,253,115,1
1362,253,483,1
1363,253,299,1
1364,253,87,1
1365,253,208,1
1366,253,213,1
1367,253,247,1
1368,253,429,1
1369,253,185,1
1370,253,259,1
1371,253,143,1
1372,253,226,1
1373,253,293,1
1374,253,147,1
1375,253,139,1
1376,253,402,1
1377,253,219,1
1378,253,401,1
1379,253,463,1
1380,253,518,1
1381,253,59,1
1382,253,342,1
1383,253,2,1
1384,253,198,1
1385,253,459,1
1386,253,102,1
1387,253,297,1
1388,253,330,1
1389,253,13,1
1390,253,135,1
1391,253,242,1
1392,253,324,1
1393,253,161,1
1394,253,67,1
1395,253,300,1
1396,253,29,1
1397,253,53,1
1398,253,478,1
1399,253,523,1
1400,253,187,1
1401,253,196,1
1402,253,504,1
1403,253,158,1
1404,253,225,1
1405,253,409,1
1406,253,36,1
1407,253,186,1
1408,253,261,1
1409,253,337,1
1410,253,199,1
1411,253,336,1
1412,253,532,1
1413,253,108,1
1414,253,136,1
1415,253,134,1
1416,253,180,1
1417,253,395,1
1418,253,340,1
1419,253,542,1
1420,253,107,1
1421,253,470,1
1422,253,535,1
1423,253,251,1
1424,253,10,1
1425,253,243,1
1426,253,122,1
1427,253,51,1
1428,253,240,1
1429,253,413,1
1430,253,553,1
1431,253,274,1
1432,253,453,1
1433,253,398,1
1434,253,356,1
1435,253,450,1
1436,253,389,1
1437,253,442,1
1438,253,415,1
1439,253,201,1
1440,253,92,1
1441,253,22,1
1442,253,238,1
1443,253,511,1
1444,253,454,1
1445,253,83,1
1446,253,331,1
1447,253,250,1
1448,253,452,1
1449,253,414,1
1450,253,82,1
1451,253,191,1
1452,253,508,1
1453,253,441,1
1454,253,93,1
1455,253,496,1
1456,253,327,1
1457,253,488,1
1458,253,217,1
1459,253,140,1
1460,253,105,1
1461,253,491,1
1462,253,74,1
1463,253,160,1
1464,253,119,1
1465,253,130,1
1466,253,189,1
1467,253,153,1
1468,253,424,1
1469,253,538,1
1470,253,267,1
1471,253,91,1
1472,253,154,1
1473,253,101,1
1474,253,360,1
1475,253,418,1
1476,253,526,1
1477,253,149,1
1478,253,354,1
1479,253,390,1
1480,253,372,1
1481,253,528,1
1482,253,326,1
1483,253,9,1
1484,253,39,1
1485,253,167,1
1486,253,252,1
1487,253,45,1
1488,253,99,1
1489,253,275,1
1490,253,519,1
1491,253,434,1
1492,253,339,1
1493,253,381,1
1494,253,512,1
1495,253,522,1
1496,253,279,1
1497,253,468,1
1498,253,8,1
1499,253,543,1
1500,253,533,1
1501,253,214,1
1502,253,260,1
1503,253,397,1
1504,253,298,1
1505,253,281,1
1506,253,322,1
1507,253,406,1
1508,253,7,1
1509,253,435,1
1510,253,47,1
1511,253,254,1
1512,253,235,1
1513,253,50,1
1514,253,461,1
1515,253,77,1
1516,253,525,1
1517,253,361,1
1518,253,333,1
1519,253,137,1
1520,253,343,1
1521,253,123,1
1522,253,127,1
1523,253,492,1
1524,253,273,1
1525,253,515,1
1526,253,40,1
1527,253,305,1
1528,253,301,1
1529,253,443,1
1530,253,509,1
1531,253,367,1
1532,253,54,1
1533,253,71,1
1534,253,507,1
1535,253,184,1
1536,253,534,1
1537,253,178,1
1538,253,52,1
1539,253,524,1
1540,253,12,1
1541,253,63,1
1542,253,344,1
1543,253,417,1
1544,253,505,1
1545,253,556,1
1546,253,552,1
1547,253,218,1
1548,253,384,1
1549,253,120,1
1550,253,248,1
1551,253,400,1
1552,253,444,1
1553,253,124,1
1554,253,482,1
1555,253,100,1
1556,253,194,1
1557,253,485,1
1558,253,494,1
1559,253,145,1
1560,253,280,1
1561,253,171,1
1562,253,270,1
1563,253,302,1
1564,253,257,1
1565,253,484,1
1566,253,388,1
1567,253,200,1
1568,253,369,1
1569,253,138,1
1570,253,11,1
1571,253,141,1
1572,253,19,1
1573,253,271,1
1574,253,246,1
1575,253,432,1
1576,253,420,1
1577,253,408,1
1578,253,503,1
1579,253,76,1
1580,253,133,1
1581,253,227,1
1582,253,427,1
1583,253,474,1
1584,253,449,1
1585,253,477,1
1586,253,351,1
1587,253,262,1
1588,253,383,1
1589,253,469,1
1590,253,348,1
1591,253,183,1
1592,253,241,1
1593,253,169,1
1594,253,311,1
1595,253,55,1
1596,253,514,1
1597,253,364,1
1598,253,539,1
1599,253,26,1
1600,256,108,1
1601,256,279,1
1602,256,253,1
1603,256,277,1
1604,256,236,1
1605,256,248,1
1606,256,195,1
1607,256,535,1
1608,256,365,1
1609,256,178,1
1610,256,463,1
1611,256,194,1
1612,256,286,1
1613,256,47,1
1614,256,82,1
1615,256,74,1
1616,256,262,1
1617,256,521,1
1618,256,119,1
1619,256,414,1
1620,256,411,1
1621,256,385,1
1622,256,59,1
1623,256,219,1
1624,256,342,1
1625,256,204,1
1626,256,424,1
1627,256,39,1
1628,256,123,1
1629,256,529,1
1630,256,468,1
1631,256,520,1
1632,256,353,1
1633,256,201,1
1634,256,401,1
1635,256,210,1
1636,256,191,1
1637,256,247,1
1638,256,2,1
1639,256,70,1
1640,256,153,1
1641,256,99,1
1642,256,373,1
1643,256,483,1
1644,256,122,1
1645,256,135,1
1646,256,322,1
1647,256,504,1
1648,256,416,1
1649,256,165,1
1650,256,479,1
1651,256,539,1
1652,256,363,1
1653,256,274,1
1654,256,146,1
1655,256,218,1
1656,256,52,1
1657,256,254,1
1658,256,367,1
1659,256,488,1
1660,256,45,1
1661,256,261,1
1662,256,494,1
1663,256,528,1
