,TF,Target,Label
495,801,281,1
496,801,170,1
497,801,1318,1
498,801,444,1
499,801,748,1
500,801,305,1
501,801,609,1
502,801,27,1
503,801,787,1
504,801,387,1
505,801,1297,1
506,801,329,1
507,801,1289,1
508,801,1043,1
509,801,38,1
510,801,1091,1
511,801,229,1
512,801,750,1
513,801,86,1
514,801,156,1
515,801,1264,1
516,801,478,1
517,801,1124,1
518,801,501,1
519,801,572,1
520,801,273,1
521,801,770,1
522,801,852,1
523,801,73,1
524,801,575,1
525,801,1179,1
526,801,303,1
527,801,1002,1
528,801,1006,1
529,801,1107,1
530,801,248,1
531,801,740,1
532,801,51,1
533,801,845,1
534,801,519,1
535,801,837,1
536,801,703,1
537,801,883,1
538,801,1032,1
539,801,490,1
540,801,755,1
541,801,93,1
542,801,793,1
543,801,613,1
544,801,798,1
545,801,1249,1
546,801,47,1
547,801,610,1
548,801,877,1
549,801,1051,1
550,801,1162,1
551,801,277,1
552,801,481,1
553,801,1041,1
554,801,544,1
555,801,522,1
556,801,620,1
557,801,1040,1
558,801,314,1
559,801,1022,1
560,801,989,1
561,879,395,1
562,879,793,1
563,879,336,1
564,879,1196,1
565,879,1055,1
566,879,1066,1
567,879,164,1
568,879,365,1
569,879,1245,1
570,879,686,1
571,879,707,1
572,879,902,1
573,879,444,1
574,879,518,1
575,879,68,1
576,879,980,1
577,879,831,1
578,879,641,1
579,879,675,1
580,879,854,1
581,879,503,1
582,879,203,1
583,879,1248,1
584,879,1244,1
585,879,1009,1
586,879,967,1
587,879,82,1
588,879,863,1
589,879,746,1
590,879,549,1
591,879,374,1
592,879,1290,1
593,879,954,1
594,879,1250,1
595,879,474,1
596,879,920,1
597,879,1125,1
598,879,7,1
599,879,462,1
600,879,432,1
601,879,890,1
602,879,871,1
603,879,1225,1
604,879,812,1
605,879,1258,1
606,879,826,1
607,879,564,1
608,879,1010,1
609,879,1285,1
610,879,1188,1
611,879,449,1
612,879,870,1
613,879,320,1
614,879,1099,1
615,879,1139,1
616,879,483,1
617,879,545,1
618,879,1067,1
619,879,1089,1
620,879,442,1
621,879,100,1
622,879,562,1
623,879,862,1
624,879,573,1
625,879,1063,1
626,879,9,1
627,879,933,1
628,879,181,1
629,879,126,1
630,879,280,1
631,879,833,1
632,879,1316,1
633,879,535,1
634,879,597,1
635,879,92,1
636,880,540,1
637,880,828,1
638,1017,1242,1
639,1017,910,1
640,1017,641,1
641,1017,1110,1
642,1017,950,1
643,1017,151,1
644,1017,691,1
645,1017,451,1
646,1017,1258,1
647,1017,1290,1
648,1017,1294,1
649,1017,1249,1
650,1017,783,1
651,1017,791,1
652,1017,165,1
653,1017,1180,1
654,1017,812,1
655,1017,130,1
656,1017,1139,1
657,1017,600,1
658,1017,793,1
659,1017,1121,1
660,1017,1033,1
661,1017,337,1
662,1017,343,1
663,1017,798,1
664,1017,196,1
665,1017,1142,1
666,1017,1225,1
667,1017,663,1
668,1017,359,1
669,1017,862,1
670,1017,253,1
671,1017,890,1
672,1017,770,1
673,1017,365,1
674,1017,1125,1
675,1017,1243,1
676,1017,1215,1
677,1017,45,1
678,1017,772,1
679,1017,946,1
680,1017,50,1
681,1017,27,1
682,1017,72,1
683,1017,667,1
684,1017,518,1
685,1017,928,1
686,1017,564,1
687,1017,1111,1
688,1017,1009,1
689,1017,1010,1
690,1017,1154,1
691,1017,395,1
692,1017,336,1
693,1017,280,1
694,1017,200,1
695,1017,954,1
696,1017,665,1
697,1017,719,1
698,1017,476,1
699,1017,656,1
700,1017,790,1
701,1017,526,1
702,1017,830,1
703,1017,674,1
704,1017,1090,1
705,1017,871,1
706,1017,955,1
707,1017,126,1
708,1017,711,1
709,1017,1234,1
710,1017,138,1
711,1017,263,1
712,1077,583,1
713,1077,1185,1
714,1077,697,1
715,1174,397,1
716,1174,1093,1
717,1174,60,1
718,1174,508,1
719,1174,1187,1
720,1174,216,1
721,1174,1173,1
722,1174,644,1
723,1174,204,1
724,1174,1281,1
725,1174,149,1
726,1174,314,1
727,1174,364,1
728,1174,478,1
729,1174,733,1
730,1174,939,1
731,1174,423,1
732,1174,602,1
733,1174,320,1
734,1174,1317,1
735,1174,148,1
736,1174,619,1
737,1174,62,1
738,1174,160,1
739,1174,346,1
740,1174,859,1
741,1174,728,1
742,1174,1159,1
743,1174,1316,1
744,1174,66,1
745,1174,24,1
746,1174,671,1
747,1174,175,1
748,1174,984,1
749,1174,1277,1
750,1174,169,1
751,1174,941,1
752,1174,538,1
753,1174,287,1
754,1174,306,1
755,1174,830,1
756,1174,583,1
757,1174,530,1
758,1174,1040,1
759,1174,850,1
760,1174,81,1
761,1174,473,1
762,1174,195,1
763,1174,325,1
764,1174,1016,1
765,1174,1059,1
766,1174,156,1
767,1174,787,1
768,1174,620,1
769,1174,660,1
770,1174,382,1
771,1174,636,1
772,1174,311,1
773,1174,639,1
774,1174,27,1
775,1174,1106,1
776,1174,361,1
777,1174,813,1
778,1174,349,1
779,1174,1038,1
780,1174,996,1
781,1174,256,1
782,1174,1293,1
783,1174,687,1
784,1174,1007,1
785,1174,438,1
786,1174,703,1
787,1174,55,1
788,1174,369,1
789,1174,838,1
790,0,1261,0
791,0,186,0
792,0,208,0
793,0,1226,0
794,0,428,0
795,0,941,0
796,0,185,0
797,0,331,0
798,0,835,0
799,0,1133,0
800,0,29,0
801,0,964,0
802,0,809,0
803,0,1139,0
804,0,34,0
805,0,616,0
806,0,711,0
807,0,211,0
808,0,1263,0
809,0,611,0
810,0,407,0
811,0,19,0
812,0,743,0
813,0,1075,0
814,0,361,0
815,0,685,0
816,0,860,0
817,0,422,0
818,0,1140,0
819,0,1241,0
820,0,602,0
821,0,591,0
822,0,846,0
823,0,1033,0
824,0,539,0
825,0,385,0
826,0,633,0
827,0,1281,0
828,0,58,0
829,0,852,0
830,0,578,0
831,0,1235,0
832,0,315,0
833,0,774,0
834,0,900,0
835,0,543,0
836,0,62,0
837,0,1016,0
838,0,41,0
839,0,1000,0
840,0,801,0
841,0,759,0
842,0,251,0
843,0,176,0
844,0,97,0
845,0,268,0
846,0,563,0
847,0,943,0
848,0,586,0
849,0,899,0
850,0,987,0
851,0,514,0
852,0,487,0
853,0,1278,0
854,0,1307,0
855,0,44,0
856,0,1003,0
857,0,917,0
858,0,550,0
859,0,1074,0
860,0,1311,0
861,0,334,0
862,0,797,0
863,0,1234,0
864,0,534,0
865,0,301,0
866,0,1183,0
867,0,25,0
868,0,1026,0
869,0,666,0
870,0,151,0
871,0,1064,0
872,0,621,0
873,0,23,0
874,0,1041,0
875,0,215,0
876,0,451,0
877,0,629,0
878,0,531,0
879,0,561,0
880,0,868,0
881,0,267,0
882,0,1024,0
883,0,667,0
884,0,168,0
885,0,673,0
886,0,1007,0
887,0,1027,0
888,0,260,0
889,0,965,0
890,0,429,0
891,0,349,0
892,0,107,0
893,0,688,0
894,0,482,0
895,0,988,0
896,0,761,0
897,0,390,0
898,0,210,0
899,0,1126,0
900,0,199,0
901,0,73,0
902,0,658,0
903,0,889,0
904,0,877,0
905,0,1288,0
906,0,1175,0
907,0,683,0
908,0,822,0
909,0,339,0
910,0,187,0
911,0,33,0
912,0,1068,0
913,0,1089,0
914,0,373,0
915,0,471,0
916,0,934,0
917,0,461,0
918,0,891,0
919,0,160,0
920,0,1012,0
921,0,395,0
922,0,547,0
923,0,92,0
924,0,135,0
925,0,936,0
926,0,1150,0
927,0,173,0
928,0,544,0
929,0,314,0
930,0,247,0
931,0,1080,0
932,0,775,0
933,0,252,0
934,0,740,0
935,0,1067,0
936,0,1184,0
937,0,935,0
938,0,2,0
939,0,1248,0
940,0,515,0
941,0,67,0
942,0,225,0
943,0,273,0
944,0,1039,0
945,0,345,0
946,0,661,0
947,0,1147,0
948,0,556,0
949,0,1265,0
950,0,986,0
951,0,603,0
952,0,1318,0
953,0,708,0
954,0,1146,0
955,0,696,0
956,0,36,0
957,0,872,0
958,0,495,0
959,0,735,0
960,0,165,0
961,0,975,0
962,0,220,0
963,0,467,0
964,0,1044,0
965,0,1272,0
966,0,821,0
967,0,1018,0
968,0,4,0
969,0,110,0
970,0,184,0
971,0,675,0
972,0,1257,0
973,0,548,0
974,0,26,0
975,0,212,0
976,0,691,0
977,0,848,0
978,0,466,0
979,0,867,0
980,0,242,0
981,0,1317,0
982,0,157,0
983,0,70,0
984,0,598,0
985,0,100,0
986,0,1256,0
987,0,411,0
988,0,1154,0
989,0,51,0
990,0,382,0
991,0,222,0
992,0,300,0
993,0,49,0
994,0,883,0
995,0,727,0
996,0,1069,0
997,0,939,0
998,0,249,0
999,0,690,0
1000,0,882,0
1001,0,375,0
1002,0,481,0
1003,0,644,0
1004,0,756,0
1005,0,944,0
1006,0,670,0
1007,0,391,0
1008,0,94,0
1009,0,488,0
1010,0,105,0
1011,0,1201,0
1012,0,845,0
1013,0,1161,0
1014,0,341,0
1015,0,134,0
1016,0,1220,0
1017,0,1276,0
1018,0,1293,0
1019,0,207,0
1020,0,510,0
1021,0,1177,0
1022,0,434,0
1023,0,305,0
1024,0,1008,0
1025,0,163,0
1026,0,229,0
1027,0,221,0
1028,0,266,0
1029,0,1275,0
1030,0,8,0
1031,0,230,0
1032,0,1185,0
1033,0,378,0
1034,0,932,0
1035,0,790,0
1036,0,566,0
1037,0,682,0
1038,0,14,0
1039,0,808,0
1040,0,1267,0
1041,0,40,0
1042,0,608,0
1043,0,485,0
1044,0,755,0
1045,0,967,0
1046,0,42,0
1047,0,810,0
1048,0,876,0
1049,0,149,0
1050,0,227,0
1051,0,620,0
1052,0,437,0
1053,0,362,0
1054,0,1090,0
1055,0,289,0
1056,0,1059,0
1057,0,387,0
1058,0,720,0
1059,0,175,0
1060,0,584,0
1061,0,680,0
1062,0,1191,0
1063,0,1143,0
1064,0,418,0
1065,0,277,0
1066,0,1166,0
1067,0,1314,0
1068,0,502,0
1069,0,257,0
1070,0,53,0
1071,0,1086,0
1072,0,724,0
1073,0,929,0
1074,0,296,0
1075,0,1159,0
1076,0,1156,0
1077,0,1308,0
1078,0,423,0
1079,0,486,0
1080,0,189,0
1081,0,1286,0
1082,0,326,0
1083,0,971,0
1084,0,953,0
1085,0,1250,0
1086,0,116,0
1087,0,897,0
1088,0,240,0
1089,0,884,0
1090,0,1255,0
1091,0,1001,0
1092,0,139,0
1093,0,1058,0
1094,0,1116,0
1095,0,745,0
1096,0,276,0
1097,0,148,0
1098,0,454,0
1099,0,1223,0
1100,0,1098,0
1101,0,1217,0
1102,0,465,0
1103,0,1029,0
1104,0,468,0
1105,0,453,0
1106,0,958,0
1107,0,902,0
1108,0,799,0
1109,0,120,0
1110,0,718,0
1111,0,1230,0
1112,0,366,0
1113,0,1030,0
1114,0,524,0
1115,0,749,0
1116,0,353,0
1117,0,47,0
1118,0,234,0
1119,0,663,0
1120,0,354,0
1121,0,155,0
1122,0,256,0
1123,0,153,0
1124,0,383,0
1125,0,1082,0
1126,0,10,0
1127,0,950,0
1128,0,172,0
1129,0,1117,0
1130,0,847,0
1131,0,664,0
1132,0,777,0
1133,0,306,0
1134,0,63,0
1135,0,851,0
1136,0,1216,0
1137,0,1054,0
1138,0,12,0
1139,0,901,0
1140,0,1120,0
1141,0,717,0
1142,0,367,0
1143,0,369,0
1144,0,903,0
1145,0,679,0
1146,0,1290,0
1147,0,323,0
1148,0,569,0
1149,0,356,0
1150,0,1055,0
1151,0,641,0
1152,0,1076,0
1153,0,921,0
1154,0,672,0
1155,0,1222,0
1156,0,161,0
1157,0,660,0
1158,0,1254,0
1159,0,415,0
1160,0,124,0
1161,0,781,0
1162,0,231,0
1163,0,581,0
1164,0,1174,0
1165,0,1285,0
1166,0,695,0
1167,0,1313,0
1168,0,370,0
1169,0,1102,0
1170,0,284,0
1171,0,503,0
1172,0,1178,0
1173,0,694,0
1174,0,196,0
1175,0,253,0
1176,0,928,0
1177,0,834,0
1178,0,405,0
1179,0,232,0
1180,0,751,0
1181,0,121,0
1182,0,734,0
1183,0,238,0
1184,0,913,0
1185,0,303,0
1186,0,700,0
1187,0,1052,0
1188,0,955,0
1189,0,631,0
1190,0,1017,0
1191,0,1009,0
1192,0,610,0
1193,0,585,0
1194,0,241,0
1195,0,750,0
1196,0,288,0
1197,0,651,0
1198,0,1131,0
1199,0,308,0
1200,0,746,0
1201,0,1264,0
1202,0,170,0
1203,0,1193,0
1204,0,681,0
1205,0,1320,0
1206,0,1211,0
1207,0,118,0
1208,0,558,0
1209,0,1187,0
1210,0,1219,0
1211,0,951,0
1212,0,736,0
1213,0,643,0
1214,0,494,0
1215,0,327,0
1216,0,128,0
1217,0,460,0
1218,0,721,0
1219,0,309,0
1220,0,201,0
1221,0,527,0
1222,0,999,0
1223,0,396,0
1224,0,1274,0
1225,0,911,0
1226,0,981,0
1227,0,938,0
1228,0,381,0
1229,0,858,0
1230,0,1056,0
1231,0,13,0
1232,0,91,0
1233,0,1006,0
1234,0,246,0
1235,0,178,0
1236,0,1291,0
1237,0,459,0
1238,0,571,0
1239,0,1095,0
1240,0,954,0
1241,0,952,0
1242,0,1060,0
1243,0,649,0
1244,0,707,0
1245,0,263,0
1246,0,159,0
1247,0,974,0
1248,0,16,0
1249,0,297,0
1250,0,15,0
1251,0,1163,0
1252,0,6,0
1253,0,1181,0
1254,0,213,0
1255,0,798,0
1256,0,477,0
1257,0,1050,0
1258,0,870,0
1259,0,572,0
1260,0,342,0
1261,0,1136,0
1262,0,78,0
1263,0,463,0
1264,0,909,0
1265,0,926,0
1266,0,905,0
1267,0,106,0
1268,0,456,0
1269,0,1244,0
1270,0,1180,0
1271,0,787,0
1272,0,776,0
1273,0,504,0
1274,0,594,0
1275,0,1260,0
1276,0,424,0
1277,0,243,0
1278,0,1186,0
1279,0,874,0
1280,0,1021,0
1281,0,84,0
1282,0,875,0
1283,0,706,0
1284,0,778,0
1285,0,200,0
1286,0,39,0
1287,0,299,0
1288,0,1137,0
1289,0,625,0
1290,0,1108,0
1291,0,137,0
1292,0,261,0
1293,0,1010,0
1294,0,490,0
1295,0,1210,0
1296,0,283,0
1297,0,1061,0
1298,0,3,0
1299,0,618,0
1300,0,713,0
1301,0,109,0
1302,0,1214,0
1303,0,814,0
1304,0,863,0
1305,0,737,0
1306,0,655,0
1307,0,1085,0
1308,0,473,0
1309,0,630,0
1310,0,772,0
1311,0,46,0
1312,0,450,0
1313,0,1167,0
1314,0,1270,0
1315,0,977,0
1316,0,474,0
1317,0,983,0
1318,0,969,0
1319,0,946,0
1320,0,996,0
1321,0,416,0
1322,0,1091,0
1323,0,292,0
1324,0,64,0
1325,0,440,0
1326,0,715,0
1327,0,447,0
1328,0,270,0
1329,0,560,0
1330,0,317,0
1331,0,1088,0
1332,0,849,0
1333,0,489,0
1334,0,509,0
1335,0,920,0
1336,0,140,0
1337,0,898,0
1338,0,347,0
1339,0,293,0
1340,0,674,0
1341,0,285,0
1342,0,1105,0
1343,0,842,0
1344,0,271,0
1345,0,647,0
1346,0,1170,0
1347,0,32,0
1348,0,1122,0
1349,0,989,0
1350,0,183,0
1351,0,433,0
1352,0,401,0
1353,0,818,0
1354,0,1047,0
1355,0,541,0
1356,0,122,0
1357,0,815,0
1358,0,1083,0
1359,0,669,0
1360,0,984,0
1361,0,180,0
1362,0,1015,0
1363,0,421,0
1364,0,714,0
1365,0,99,0
1366,0,782,0
1367,0,590,0
1368,0,59,0
1369,0,1110,0
1370,0,1306,0
1371,0,363,0
1372,0,209,0
1373,0,1240,0
1374,0,351,0
1375,0,65,0
1376,0,425,0
1377,0,792,0
1378,0,1212,0
1379,0,693,0
1380,0,438,0
1381,0,993,0
1382,0,279,0
1383,0,725,0
1384,0,1206,0
1385,0,1297,0
1386,0,914,0
1387,0,741,0
1388,0,1099,0
1389,0,394,0
1390,0,1132,0
1391,0,1077,0
1392,0,968,0
1393,0,329,0
1394,0,525,0
1395,0,1032,0
1396,0,1303,0
1397,0,923,0
1398,0,88,0
1399,0,57,0
1400,0,321,0
1401,0,1109,0
1402,0,364,0
1403,0,1073,0
1404,0,805,0
1405,0,656,0
1406,0,861,0
1407,0,1084,0
1408,0,179,0
1409,0,573,0
1410,0,496,0
1411,0,1300,0
1412,0,325,0
1413,0,141,0
1414,0,392,0
1415,0,203,0
1416,0,546,0
1417,0,132,0
1418,0,862,0
1419,0,628,0
1420,0,791,0
1421,0,516,0
1422,0,635,0
1423,0,1295,0
1424,0,879,0
1425,0,865,0
1426,0,963,0
1427,0,866,0
1428,0,583,0
1429,0,530,0
1430,0,218,0
1431,0,606,0
1432,0,75,0
1433,0,577,0
1434,0,272,0
1435,0,258,0
1436,0,237,0
1437,0,742,0
1438,0,828,0
1439,0,948,0
1440,0,475,0
1441,0,1123,0
1442,0,1065,0
1443,0,319,0
1444,0,813,0
1445,0,856,0
1446,0,579,0
1447,0,112,0
1448,0,166,0
1449,0,103,0
1450,0,1079,0
1451,0,236,0
1452,0,1209,0
1453,0,880,0
1454,0,402,0
1455,0,379,0
1456,0,956,0
1457,0,130,0
1458,0,1063,0
1459,0,1149,0
1460,0,783,0
1461,0,1145,0
1462,0,282,0
1463,0,294,0
1464,0,491,0
1465,0,796,0
1466,0,757,0
1467,0,807,0
1468,0,520,0
1469,0,869,0
1470,0,710,0
1471,0,684,0
1472,0,476,0
1473,0,966,0
1474,0,915,0
1475,0,730,0
1476,0,1144,0
1477,0,1114,0
1478,0,893,0
1479,0,156,0
1480,0,793,0
1481,0,709,0
1482,0,320,0
1483,0,692,0
1484,0,612,0
1485,0,324,0
1486,0,1316,0
1487,0,806,0
1488,0,555,0
1489,0,554,0
1490,0,551,0
1491,0,744,0
1492,0,445,0
1493,0,275,0
1494,0,892,0
1495,0,1315,0
1496,0,380,0
1497,0,840,0
1498,0,1092,0
1499,0,274,0
1500,0,290,0
1501,0,501,0
1502,0,557,0
1503,0,1202,0
1504,0,592,0
1505,0,177,0
1506,0,925,0
1507,0,942,0
1508,0,1225,0
1509,0,143,0
1510,0,1319,0
1511,0,54,0
1512,0,991,0
1513,0,826,0
1514,0,171,0
1515,0,600,0
1516,0,338,0
1517,0,1294,0
1518,0,705,0
1519,0,638,0
1520,0,150,0
1521,0,961,0
1522,0,206,0
1523,0,497,0
1524,0,81,0
1525,0,1158,0
1526,0,254,0
1527,0,704,0
1528,0,752,0
1529,0,11,0
1530,0,1176,0
1531,0,597,0
1532,0,754,0
1533,0,174,0
1534,0,1103,0
1535,0,330,0
1536,0,204,0
1537,0,393,0
1538,0,335,0
1539,0,760,0
1540,0,1022,0
1541,0,1188,0
1542,0,233,0
1543,0,129,0
1544,0,18,0
1545,0,632,0
1546,0,420,0
1547,0,291,0
1548,0,844,0
1549,0,855,0
1550,0,1172,0
1551,0,786,0
1552,0,1142,0
1553,0,1169,0
1554,0,646,0
1555,0,768,0
1556,0,769,0
1557,0,731,0
1558,0,1198,0
1559,0,48,0
1560,0,1138,0
1561,0,5,0
1562,0,564,0
1563,0,627,0
1564,0,552,0
1565,0,244,0
1566,0,574,0
1567,0,857,0
1568,0,1031,0
1569,0,885,0
1570,0,886,0
1571,0,1224,0
1572,0,689,0
1573,0,729,0
1574,0,111,0
1575,0,470,0
1576,0,69,0
1577,0,575,0
1578,0,198,0
1579,0,1253,0
1580,0,890,0
1581,0,377,0
1582,0,1037,0
1583,0,223,0
1584,0,1213,0
1585,165,798,0
1586,165,155,0
1587,165,1028,0
1588,165,639,0
1589,165,735,0
1590,165,1247,0
1591,165,1164,0
1592,165,55,0
1593,165,842,0
1594,165,630,0
1595,165,841,0
1596,165,1069,0
1597,165,930,0
1598,165,1053,0
1599,165,1156,0
1600,165,89,0
1601,165,578,0
1602,165,241,0
